isocode,year,CKON,GKON,IKON,EXPK,IMPK,CCUR,GCUR,ICUR,EXPC,IMPC,XRAT,POP
POL,yr1993,239251504860,29145411139,52360370086,60570606544,56604995376,114855200000,15178600000,24228300000,35732600000,34214700000,1.8115,38459000
POL,yr1994,254444313160,24702571037,56802225321,68531020885,62966352303,165032500000,15566700000,39670300000,53218200000,48389400000,2.2723,38544000
POL,yr1995,260578157770,27722797838,71001144187,84125878294,78291840794,217112900000,23049500000,60704600000,78171700000,70935000000,2.425,38588000
POL,yr1996,281229100000,27811200000,84818300000,94191600000,100223600000,281229100000,27811200000,84818300000,94191600000,100223600000,2.6961,38618000
POL,yr1997,297443035540,30366804280,98947743605,105697449660,121673036880,341587400000,35134300000,116002800000,120408100000,140782200000,3.2793,38650000
POL,yr1998,309944763080,31518798716,109835593140,120861624650,144236119590,396937100000,40622900000,145005100000,155873800000,184878800000,3.4754,38666000
POL,yr1999,325601567370,31375791681,115054542050,117663576350,145656376740,447641900000,44304900000,162285300000,160786800000,199903600000,3.9671,38654000
POL,yr2000,297024887050,67855214593,128328995480,155977953480,179476001720,445632500000,105713400000,181692900000,213722400000,261164500000,4.3461,38646000
PRI,yr1950,3793161984,388103201.4,931692782,2353940449,2947253340,685361858.6,85787036.65,144168009.2,346304320.4,575171539.7,1,2068966.372
PRI,yr1951,3889018066,410002441.7,1154991053,2245087712,2976007032,754952447.4,96888888.53,191506758.7,354466375.1,611119761.3,1,2096552.591
PRI,yr1952,4135505130,436768180.1,948375987.4,2830171180,3321051326,818216619.3,103953703.4,156002696.8,434920914.6,676818235.4,1,2124506.626
PRI,yr1953,4245054937,459884045.2,1097241501,3061483249,3565457704,864610345.5,113037036.7,185051475,460573086.8,720204019.8,1,2152833.381
PRI,yr1954,4491541999,495166154.9,1258940249,3170335987,3939255690,915221683.6,121111110.8,215176133.7,481561227.9,783423305.9,1,2181537.827
PRI,yr1955,4696947886,509765648.8,1278190100,3646566714,4255546296,968996230.1,129185184.9,228086701.8,555019720.8,851600967.8,1,2210624.999
PRI,yr1956,4779110244,611962103.5,1462988670,3945911743,4672474822,1005900331,157444444.2,273273690,617984143.3,948289288,1,2240099.999
PRI,yr1957,4902353776,627778221.9,1565654542,3959518339,4773112744,1086034949,165518518.3,302322468.3,628478214.2,979279134.4,1,2269574.999
PRI,yr1958,5367940448,680093073.8,1847985689,4204437003,5261925496,1191475237,180657407.2,356116501.9,696106667.8,1071009080,1,2299050
PRI,yr1959,5860914573,666710205.1,1976318029,5020832543,5937637241,1328547610,189740740.7,393772325.7,820869505.1,1202406028,1,2328525
PRI,yr1960,6107401639,744574171.2,1937818329,5374603943,6081405698,1412899840,218000000,396999968,884999936,1220999936,1,2358000
PRI,yr1961,6723619297,794455774.8,2553813562,5810014896,7202799659,1490099968,250100000,400000032,845899776,1120999936,1,2399720
PRI,yr1962,7298755778,841904129.3,2643646201,6299852219,7475959729,1658399488,276600064,535800096,950400000,1332300032,1,2450320
PRI,yr1963,8106685599,938017463,3015809989,6748869771,8582976848,1821999872,314000128,552000064,1072999936,1434000128,1,2504530
PRI,yr1964,8736596985,1020747927,3785804031,6980181843,9416833902,2053699840,342300160,660699968,1164699904,1651000064,1,2554070
PRI,yr1965,9366508367,1052380164,3837136969,7919036719,10193183571,2250999808,396000000,845000000,1259000064,1868999936,1,2594000
PRI,yr1966,9558220530,1228790712,3991135781,8789858632,10725126869,2459299840,403700000,875699968,1469600000,2038499968,1,2625000
PRI,yr1967,10393537804,1435616872,4260633700,9061990487,11904028221,2652000256,507000000,925000000,1703000064,2236999936,1,2645670
PRI,yr1968,11489035871,1557279319,4786796301,8776252053,13169190641,2921299968,602000000,1063200000,1880999936,2480600064,1,2662060
PRI,yr1969,12269578244,1764105480,5325792135,10300190395,14103685618,3361000192,627800000,1209400064,2079600000,2817100032,1,2684150
PRI,yr1970,13228139057,1873601683,5505457414,11211832086,15383224899,3746500096,764800000,1452000000,2230599936,3159300096,1,2718000
PRI,yr1971,14515349287,2080427844,6095786186,11293471644,16820909479,4271899904,913800000,1707500032,2332699904,3579200000,1,2762190
PRI,yr1972,15336972839,2202090291,6596282319,11674456234,17395983321,4736900096,1040499968,1897200000,2541199872,3886799872,1,2817260
PRI,yr1973,15336972839,2323752739,5300125677,13307247324,17108446418,5233399808,1231299968,1792800000,3159399936,4414600192,1,2878790
PRI,yr1974,15063098327,2299420251,4337633121,13497739627,16102067217,5776999936,1325699968,1799299968,4069799936,5287000064,1,2939300
PRI,yr1975,15610847368,2554911390,4786796319,11171012335,15239456482,6472900096,1613900032,2217900032,3943200000,6049500160,1,2994000
PRI,yr1976,16980219957,2518412657,4222134021,11116585974,14951919571,7489999872,1612899968,1973699968,4198200064,6306200064,1,3043850
PRI,yr1977,17527968988,2688740085,3195475294,15103317542,17108446448,8238899712,1728899968,1496300032,6024600064,7577800192,1,3088690
PRI,yr1978,17801843515,2749571309,3580472319,15783647173,17395983370,8887199744,1867399936,1854700032,6734799872,8179100160,1,3129420
PRI,yr1979,18212655289,2956397470,3618972022,17416438260,18258594125,9667200000,2055299968,2091000064,8228499968,9292000256,1,3168090
PRI,yr1980,17938780783,3138891142,3952636111,16872174573,17827288759,10755800064,2281600000,2473799936,9402099712,10477200384,1,3206000
PRI,yr1981,18349592562,3297052324,3413640280,16736108654,17252214934,11898200064,2504999936,2287800064,10907799552,11643100160,1,3242630
PRI,yr1982,18212655322,3151057389,2155983335,17008240502,16677141112,12541599744,2419599872,1514899968,11804699648,11516600320,1,3277860
PRI,yr1983,19034278878,3284886082,2348481850,16191844959,17108446503,13299100672,2566700032,1746300032,11411500032,11747000320,1,3311870
PRI,yr1984,19718965185,3528210979,3439306757,17824636058,18977436468,14063299584,2887600128,2635500032,12914799616,13338600448,1,3344840
PRI,yr1985,20677525994,3735037141,3208308542,18641031614,20127584151,15057399808,3065200128,2500600064,13704299520,14038299648,1,3377000
PRI,yr1986,,,,,,15746299904,3235099904,2258599936,14632299520,13902900224,1,3408660
PRI,yr1987,,,,,,16794500096,3438000128,3274800128,15840199680,15469500416,1,3440140
PRI,yr1988,,,,,,18011600896,3715800064,4080399872,17562699776,17192099840,1,3471780
PRI,yr1989,,,,,,18872899584,4079399936,4883599872,20269199360,19838300160,1,3503940
PRI,yr1990,,,,,,19771609099,4431099904,5188599808,,,1,3537000
PRI,yr1991,,,,,,20460700000,4640700000,5036000000,27010500000,34339000000,1,3571000
PRI,yr1992,,,,,,21520900000,4805200000,5351569000,27125555000,35106752000,1,3604000
PRI,yr1993,,,,,,22818500000,5087400000,5925700000,26816300000,35515000000,1,3644000
PRI,yr1994,,,,,,24429600000,5357400000,6481100000,28705800000,38333100000,1,3687000
PRI,yr1995,,,,,,25923300000,5946000000,7194300000,31058100000,41669400000,1,3731000
PRI,yr1996,27831000000,6493400000,7914300000,31026500000,42908200000,27831000000,6493400000,7914300000,31026500000,42908200000,1,3733000
PRI,yr1997,28779148334,6701506070,9007803859,30243069025,44604684477,30010800000,6912800000,8946300000,32348000000,45875300000,1,3805000
PRI,yr1998,29706193987,6810669765,8918872566,34590123419,48432195617,32194200000,7098900000,9293700000,38804200000,52230300000,1,3833000
PRI,yr1999,,,,,,,,,,,,3889500
PRI,yr2000,,,,,,,,,,,,3920000
PRK,yr1950,,,,,,,,,,,,
PRK,yr1951,,,,,,,,,,,,
PRK,yr1952,,,,,,,,,,,,
PRK,yr1953,,,,,,,,,,,,
PRK,yr1954,,,,,,,,,,,,
PRK,yr1955,,,,,,,,,,,,
PRK,yr1956,,,,,,,,,,,,
PRK,yr1957,,,,,,,,,,,,
PRK,yr1958,,,,,,,,,,,,
PRK,yr1959,,,,,,,,,,,,
PRK,yr1960,,,,,,,,,,,,10525000
PRK,yr1961,,,,,,,,,,,,10728740
PRK,yr1962,,,,,,,,,,,,10993570
PRK,yr1963,,,,,,,,,,,,11309880
PRK,yr1964,,,,,,,,,,,,11668560
PRK,yr1965,,,,,,,,,,,,12061000
PRK,yr1966,,,,,,,,,,,,12479080
PRK,yr1967,,,,,,,,,,,,12915180
PRK,yr1968,,,,,,,,,,,,13362200
PRK,yr1969,,,,,,,,,,,,13813510
PRK,yr1970,,,,,,,,,,,,14263000
PRK,yr1971,,,,,,,,,,,,14716430
PRK,yr1972,,,,,,,,,,,,15152240
PRK,yr1973,,,,,,,,,,,,15564560
PRK,yr1974,,,,,,,,,,,,15949270
PRK,yr1975,,,,,,,,,,,,16304000
PRK,yr1976,,,,,,,,,,,,16625990
PRK,yr1977,,,,,,,,,,,,16912050
PRK,yr1978,,,,,,,,,,,,17171650
PRK,yr1979,,,,,,,,,,,,17420360
PRK,yr1980,,,,,,,,,,,,17669000
PRK,yr1981,,,,,,,,,,,,17917080
PRK,yr1982,,,,,,,,,,,,18165880
PRK,yr1983,,,,,,,,,,,,18418440
PRK,yr1984,,,,,,,,,,,,18677410
PRK,yr1985,,,,,,,,,,,,18945000
PRK,yr1986,,,,,,,,,,,,19223010
PRK,yr1987,,,,,,,,,,,,19512840
PRK,yr1988,,,,,,,,,,,,19815480
PRK,yr1989,,,,,,,,,,,,20131480
PRK,yr1990,,,,,,,,,,,,20461000
PRK,yr1991,,,,,,,,,,,,20798890
PRK,yr1992,,,,,,,,,,,,21145390
PRK,yr1993,,,,,,,,,,,,21500740
PRK,yr1994,,,,,,,,,,,,21865190
PRK,yr1995,,,,,,,,,,,,22239000
PRK,yr1996,,,,,,,,,,,,22582270
PRK,yr1997,,,,,,,,,,,,21851190
PRK,yr1998,,,,,,,,,,,,22031200
PRK,yr1999,,,,,,,,,,,,22170400
PRK,yr2000,,,,,,,,,,,,22268000
PRT,yr1950,1.7853369E12,198151045110,337619404180,355284755190,338636276710,35216582063,4744448639.3,8265895683.1,6635094032.5,8271372834.2,28.76000009,8102849.6807
PRT,yr1951,1.9789277E12,204066001680,328734683020,368087809430,314447971230,38760389087,4848722239.6,8603102725.2,9510301454.6,10223045077,28.74999997,8140018.724
PRT,yr1952,2.0864781E12,204066001680,364273567670,320076356030,311424433040,40864524499,4838294882.1,9424504500.7,8752004995.1,10739360497,28.76000011,8177187.7626
PRT,yr1953,2.1940285E12,210966784350,426466615810,314741750090,338636276710,43190147851,5046842079.6,11153771385,8267537812.8,10326308170,28.75,8223649.0607
PRT,yr1954,2.3015789E12,228711654060,426466615810,364887045870,395075656160,44186843572,5484791187.7,10634991329,9562960945.4,11152412834,28.75,8260818.1002
PRT,yr1955,2.4306394E12,244484871580,392902113640,405430050970,428334576190,47730650592,5912312936.2,10202674611,10637214278,12598095988,28.75,8297987.1406
PRT,yr1956,2.5381898E12,247442349870,434364145730,438504607760,474695495030,51495945558,6047868617.5,11153771400,11795722768,13837252973,28.75,8344448.4378
PRT,yr1957,2.6027201E12,253357306440,546903947120,451307662000,514001491430,54043056870,6235561095.8,13920598414,11795722768,15592725376,28.75,8381617.4743
PRT,yr1958,2.6027201E12,262229741300,530121696040,476913770480,501907338690,55261240575,6485817734.9,13401818354,12111679634,15179673053,28.75,8418786.5177
PRT,yr1959,2.7748008E12,279974611010,546903947120,468378400980,509970107190,58362071722,7695391462,14266451802,11690403821,14973146896,28.75,8465247.8187
PRT,yr1960,2.8500861E12,299691132910,706828928050,513189090830,555323179960,61905878767,8310605688.8,19021935736,13164869168,17244934701,28.75,8623216.2237
PRT,yr1961,3.0114117E12,379543046610,847010084170,499319115400,693398090400,66532034444,10583199625,23154690418,13266153016,21736988583,28.75,8617912.9519
PRT,yr1962,3.1404722E12,412075307750,779881079830,595342022210,632927326700,67790688341,11604825342,21544606456,16133183286,19598810190,28.75,8697172.7582
PRT,yr1963,3.3125529E12,423905220890,896369646180,600676628140,695413782530,72866879603,12045792082,24960402252,17843974932,21983358862,28.75,8756762.2476
PRT,yr1964,3.2695327E12,453480003740,997063152690,952760619770,882873149990,77289328957,13030929794,27829261434,25946666396,29381395390,28.75,8796199.3045
PRT,yr1965,3.3878381E12,486998090980,1.1550138E12,1.0583858E12,967532219170,85412898684,14179736722,32696385216,30326934849,34500751017,28.75,8802370.3843
PRT,yr1966,3.4308583E12,512629569450,1.1846295E12,1.2269594E12,1.0481599E12,94040561736,15737194150,34279839942,33592077708,37306801136,28.75,8782989.3368
PRT,yr1967,3.6459591E12,566850004680,1.1846295E12,1.2803054E12,985673448280,101358637920,18983459847,38325535166,37738690824,39639900239,28.75,8777396.7957
PRT,yr1968,4.5924028E12,615155483340,1.243861E12,1.2376286E12,1.3101999E12,117446765650,21036090282,40738611738,38408567143,44304116655,28.75,8789063.9935
PRT,yr1969,4.7967486E12,636843657430,1.2537329E12,1.2696362E12,1.4109845E12,130958340460,22792659854,42329238213,41117153544,46655023509,28.75,8771804.2547
PRT,yr1970,4.8075037E12,681205831710,1.6979689E12,1.2482978E12,1.4210629E12,136155100000,27123100000,58765000000,45668900000,56082400000,28.75,8720700
PRT,yr1971,5.4171698E12,724909260270,1.5967354E12,1.3716869E12,1.627291E12,157878500000,29707100000,62014400000,52585600000,65200400000,28.312,8644700
PRT,yr1972,5.6353258E12,787342756410,1.8474273E12,1.6261288E12,1.8231567E12,172792600000,34209900000,77995900000,66492400000,75531200000,27.054,8631700
PRT,yr1973,6.3128504E12,848754595470,2.1858662E12,1.6940685E12,2.0537941E12,212591000000,39866600000,101148600000,79432100000,97120200000,24.515,8634700
PRT,yr1974,6.9276629E12,995719207940,1.9005932E12,1.4279471E12,2.1515625E12,286404300000,52791600000,114696700000,95999600000,146039300000,25.408,8755700
PRT,yr1975,6.8663633E12,1.0616338E12,1.1709737E12,1.2053381E12,1.6089347E12,337987900000,62296800000,93799300000,81034900000,126126800000,25.553,9094800
PRT,yr1976,7.1066678E12,1.1359485E12,1.511281E12,1.2053381E12,1.6636417E12,408542200000,71041300000,140019900000,86080800000,147599000000,30.229,9356800
PRT,yr1977,7.1493E12,1.2699724E12,1.9737567E12,1.2764463E12,1.8632905E12,523194300000,96910600000,217123100000,121424900000,213711100000,38.277,9456800
PRT,yr1978,7.0035894E12,1.3264492E12,2.2140111E12,1.3925154E12,1.8665978E12,622055400000,120985200000,288634100000,166784600000,261370700000,43.937,9559800
PRT,yr1979,7.0115693E12,1.4113333E12,2.4400896E12,1.8515756E12,2.1013993E12,779418300000,151770400000,352110700000,283002800000,383954700000,48.924,9662800
PRT,yr1980,7.2938418E12,1.5241553E12,2.6341915E12,1.8925991E12,2.2467461E12,986646300000,201448500000,483607700000,362227300000,538831600000,50.062,9767800
PRT,yr1981,7.4950464E12,1.6079724E12,2.6666878E12,1.8085116E12,2.2991372E12,1.2178045E12,249198400000,602007700000,410213600000,692403300000,61.546,9851800
PRT,yr1982,7.6671503E12,1.6678963E12,2.6757086E12,1.8929476E12,2.3880678E12,1.4979773E12,304658300000,734960700000,514439600000,849465900000,79.473,9912800
PRT,yr1983,7.5724223E12,1.7310952E12,2.2572519E12,2.1504864E12,2.2413808E12,1.8610533E12,384296400000,770339300000,759569400000,1.0354915E12,110.78,9955800
PRT,yr1984,7.3452766E12,1.7349102E12,1.8926617E12,2.4006987E12,2.1417942E12,2.3179732E12,466729000000,760838500000,1.1043567E12,1.2982898E12,146.39,9989900
PRT,yr1985,7.3923396E12,1.8464323E12,1.9048759E12,2.5607274E12,2.1719917E12,2.7869077E12,603325200000,907678800000,1.3850994E12,1.4884013E12,170.395,10011900
PRT,yr1986,7.8090751E12,1.9786978E12,2.0248107E12,2.7337211E12,2.5386934E12,3.34968E12,748880300000,1.2398477E12,1.5445058E12,1.6212387E12,149.587,10011900
PRT,yr1987,8.2218765E12,2.0543742E12,2.5875715E12,3.040254E12,3.1241232E12,3.8766908E12,866012600000,1.7016571E12,1.9024693E12,2.1842249E12,140.882,9994900
PRT,yr1988,8.7831078E12,2.2309652E12,3.1226213E12,3.2890451E12,3.6859645E12,5.242914E12,450355000000,2.251581E12,2.2980619E12,2.8791729E12,143.954,9968800
PRT,yr1989,9.0416111E12,2.3746707E12,3.4064365E12,3.6904553E12,3.9035366E12,6.11945E12,572891000000,2.459316E12,2.8821014E12,3.3716744E12,157.458,9937800
PRT,yr1990,9.6237853E12,2.473686E12,3.5184791E12,4.0406105E12,4.4698615E12,7.305638E12,712157000000,2.833999E12,3.3557138E12,4.0196448E12,142.555,9899800
PRT,yr1991,1.0030819E13,2.711648E12,3.8094409E12,4.0875638E12,4.7935833E12,8.591955E12,933411000000,3.023264E12,3.5090242E12,4.3523112E12,144.482,9871800
PRT,yr1992,1.0505944E13,2.6860382E12,3.929259E12,4.2198989E12,5.3067795E12,9.833566E12,1.028002E12,3.30112E12,3.6422116E12,4.6176356E12,134.998,9867800
PRT,yr1993,1.0621703E13,2.6799425E12,3.4556812E12,4.0817639E12,5.1317865E12,1.069663E13,1.057893E12,3.082394E12,3.696496E12,4.662728E12,160.8,9880800
PRT,yr1994,1.0730611E13,2.7956064E12,3.4753774E12,4.4241689E12,5.5847128E12,1.1391703E13,1.200981E12,3.460032E12,4.263919E12,5.292924E12,165.993,9902800
PRT,yr1995,1.260077E13,1.2052949E12,4.0895842E12,4.8151954E12,5.9991238E12,1.1980568E13,1.28663E12,3.940459E12,4.898335E12,5.904985E12,151.106,9916800
PRT,yr1996,1.2944729E13,1.30707E12,4.225408E12,5.158669E12,6.296166E12,1.2944729E13,1.30707E12,4.225408E12,5.158669E12,6.296166E12,154.244,9926900
PRT,yr1997,1.3365676E13,1.3288062E12,4.7319167E12,5.5260989E12,6.9284793E12,1.3794694E13,1.446322E12,4.9101E12,5.671795E12,7.117359E12,175.312,9940700
PRT,yr1998,1.402754E13,1.3692022E12,5.324581E12,6.0353413E12,7.9149562E12,1.4815304E13,1.654396E12,5.63204E12,6.247566E12,8.035866E12,180.104,9968700
PRT,yr1999,1.2671994E13,3.2351316E12,5.7350776E12,6.2306697E12,8.6041806E12,1.3543518E13,4.251858E12,6.142245E12,6.443555E12,8.686314E12,188.178,9990000
PRT,yr2000,1.3004458E13,3.3173665E12,5.9755202E12,6.7382675E12,9.1201888E12,1.4290716E13,4.637415E12,6.810454E12,7.338623E12,9.970576E12,217.603,10005000
PRY,yr1950,,,,,,,,,,,,
PRY,yr1951,1.53E12,299000000000,195000000000,658000000000,195000000000,1816023212,261892431.8,257557186.2,384064299.2,338119204.1,6.30342397,1459508.189
PRY,yr1952,1.6E12,255000000000,273000000000,607000000000,221000000000,3413774407,380751305.1,647875809.6,633881198.9,682758613.7,9.860749427,1499770.485
PRY,yr1953,1.62E12,211000000000,342000000000,497000000000,213000000000,6146540112,560046893.3,1433823516,918719160.2,1173636909,24.28385616,1540032.78
PRY,yr1954,1.66E12,250000000000,290000000000,613000000000,208000000000,8320529442,941805477.7,1619689528,1505905613,1518276321,28.62593249,1580295.077
PRY,yr1955,1.85E12,285000000000,241000000000,619000000000,216000000000,11437453903,1319534947,1659517959,1867789907,1937432361,37.81842584,1620557.372
PRY,yr1956,1.77E12,293000000000,225000000000,734000000000,208000000000,13794791732,1732519170,1964869265,2813358552,2375217559,61.21268591,1660819.669
PRY,yr1957,1.96E12,254000000000,392000000000,758000000000,344000000000,18334849779,1792955887,4102328400,3490432398,4703862225,77.67021435,1711147.538
PRY,yr1958,2.06E12,300000000000,388000000000,792000000000,359000000000,20954114033,2296595182,4381127420,3934032503,5290680681,97.42136659,1751409.833
PRY,yr1959,2.02E12,269000000000,338000000000,811000000000,284000000000,23049525439,2316740755,4301470560,4541064227,4722491386,114.9061668,1791672.13
PRY,yr1960,1.98E12,263000000000,404000000000,944000000000,318000000000,26105333760,2628997120,5841503232,6117011968,6128992768,123.1667023,1842000
PRY,yr1961,2.14E12,266000000000,424000000000,1.08E12,386000000000,30676334592,2861997568,6701603840,7645015552,8102988288,126,1885310
PRY,yr1962,2.36E12,271000000000,334000000000,750000000000,293000000000,37476818944,3203997440,5697505792,5739810304,6670491648,126,1931620
PRY,yr1963,2.46E12,280000000000,364000000000,700000000000,277000000000,40294825984,3360496896,5401202176,5591711232,6275994112,126,1980300
PRY,yr1964,2.66E12,287000000000,316000000000,733000000000,337000000000,42918219776,3503996416,6100105216,6306312704,7376391680,126,2030320
PRY,yr1965,2.65E12,299000000000,486000000000,902000000000,411000000000,44112199680,3793799936,8430099968,8360200192,8804400128,126,2081000
PRY,yr1966,2.72E12,351000000000,531000000000,795000000000,460000000000,46528999424,4593099776,9279899648,7775799808,9476299776,126,2132690
PRY,yr1967,2.93E12,365000000000,630000000000,808000000000,472000000000,49096200192,4832399872,10264999936,7584900096,9701099520,126,2185730
PRY,yr1968,3.11E12,407000000000,596000000000,795000000000,540000000000,52333297664,5425600000,10346000384,8058699776,10939299840,126,2239830
PRY,yr1969,3.21E12,464000000000,641000000000,918000000000,636000000000,55763095552,6331400192,11239499776,9516999680,12757999616,126,2294610
PRY,yr1970,3.28E12,499000000000,635000000000,1.05E12,605000000000,58040795136,6748000256,11034000384,11175999488,12078000128,126,2350000
PRY,yr1971,3.53E12,501000000000,704000000000,1.02E12,674000000000,66582003712,7109000192,12195000320,11200000000,13349999616,126,2406100
PRY,yr1972,3.68E12,501000000000,800000000000,1.13E12,678000000000,74609999872,7768999936,14590000128,13340000256,13409999872,126,2462550
PRY,yr1973,3.9E12,454000000000,1.11E12,1.12E12,781000000000,92535005184,8169999872,23861999616,18769999872,17899999232,126,2521530
PRY,yr1974,4.35E12,412000000000,1.24E12,1.27E12,981000000000,127000000000,9226999808,35271000064,26057000960,29869000704,126,2586350
PRY,yr1975,4.45E12,501000000000,1.33E12,1.26E12,867000000000,143000000000,11971999744,45893001216,25155000320,35550998528,126,2659000
PRY,yr1976,4.8E12,536000000000,1.62E12,1.18E12,1.04E12,155000000000,13413000192,52715999232,31382999040,38614999040,126,2739290
PRY,yr1977,5.49E12,614000000000,1.82E12,1.47E12,1.46E12,190000000000,16353000448,65072001024,51283001344,59157999616,126,2827810
PRY,yr1978,5.78E12,715000000000,2.33E12,1.77E12,1.66E12,225000000000,21500000256,87717003264,59413000192,71328800768,126,2922170
PRY,yr1979,5.7E12,666000000000,2.7E12,3.15E12,1.81E12,307000000000,24710000640,123000000000,69133000704,92801998848,126,3018390
PRY,yr1980,7.57E12,761000000000,3.75E12,1.89E12,2.64E12,437000000000,34731999232,183000000000,88325996544,166000000000,126,3114000
PRY,yr1981,7.79E12,909000000000,4.3E12,1.94E12,2.61E12,535000000000,48625000448,230000000000,83891003392,169000000000,126,3209410
PRY,yr1982,7.8E12,929000000000,3.17E12,2.12E12,2.18E12,552000000000,52300001280,189000000000,89500000256,146000000000,126,3304080
PRY,yr1983,6.94E12,899000000000,2.6E12,2.58E12,1.35E12,584000000000,60100001792,175000000000,108000000000,110000000000,126,3400100
PRY,yr1984,8.15E12,721000000000,2.63E12,2.25E12,1.97E12,822000000000,69279997952,245000000000,170000000000,236000000000,201,3501040
PRY,yr1985,8.26E12,734000000000,2.66E12,2.25E12,1.69E12,1.06E12,90213998592,306000000000,308000000000,367000000000,306.666687,3609000
PRY,yr1986,8.32E12,700000000000,2.76E12,3.03E12,2.31E12,1.35E12,122000000000,459000000000,486000000000,586000000000,339.166687,3722760
PRY,yr1987,8.88E12,693000000000,2.95E12,3.17E12,2.66E12,1.9E12,177000000000,626000000000,657000000000,871000000000,550,3841420
PRY,yr1988,9.09E12,673000000000,3.06E12,4.39E12,2.97E12,2.38E12,209000000000,809000000000,1.14E12,1.23E12,550,3964350
PRY,yr1989,8.54E12,1.15E12,3.37E12,4.74E12,2.55E12,3.03E12,307000000000,1.1E12,1.65E12,1.48E12,1056.217041,4090620
PRY,yr1990,1.25E13,1.1E12,3.4E12,6.58E12,7.44E12,5.07E12,351000000000,1.41E12,1.47E12,1.83E12,1229.807983,4219000
PRY,yr1991,1.26E13,1.23E12,3.81E12,6.71E12,7.75E12,6.32E12,540000000000,1.92E12,1.62E12,2.12E12,1325.182983,4345710
PRY,yr1992,1.22E13,1.34E12,3.38E12,6.62E12,6.74E12,6.81E12,764000000000,2.01E12,3.87E12,3.78E12,1500.258057,4470350
PRY,yr1993,1.31E13,1.47E12,3.28E12,7.49E12,7.71E12,8.47E12,1.01E12,2.34E12,6.06E12,5.89E12,1744.345947,4592540
PRY,yr1994,1.4E13,1.6E12,4.35E12,7.3E12,9.13E12,1.06E13,1.28E12,3.49E12,7.47E12,7.86E12,1911.545044,4711890
PRY,yr1995,1.42E13,1.79E12,4.64E12,9.33E12,1.03E13,1.28E13,1.63E12,4.23E12,9.39E12,1.04E13,1970.400024,4828000
PRY,yr1996,1.43E13,1.97E12,4.64E12,9.38E12,1.04E13,1.43E13,1.97E12,4.64E12,9.38E12,1.04E13,2062.783936,4955000
PRY,yr1997,1.4754931E13,2.0209483E12,4.5486614E12,8.8340741E12,9.9945763E12,1.77E13,1.69E12,4.93E12,5.7E12,9.09E12,2177.863037,5085000
PRY,yr1998,1.4633616E13,2.037931E12,4.3477165E12,8.1888889E12,9.2894915E12,2.01E13,1.93E12,5.37E12,6.61E12,1.06E13,2726.48999,5219000
PRY,yr1999,1.3966384E13,2.1228448E12,4.1650394E12,5.9803704E12,6.7688136E12,1.98E13,2.14E12,5.56E12,5.55E12,8.87E12,3119.072998,5358840
PRY,yr2000,1.4451644E13,2.2077586E12,3.9823622E12,4.0944444E12,5.9755932E12,2.17E13,2.69E12,5.78E12,5.32E12,9.28E12,3486.353027,5496000
PYF,yr1950,,,,,,,,,,,,
PYF,yr1951,,,,,,,,,,,,
PYF,yr1952,,,,,,,,,,,,
PYF,yr1953,,,,,,,,,,,,
PYF,yr1954,,,,,,,,,,,,
PYF,yr1955,,,,,,,,,,,,
PYF,yr1956,,,,,,,,,,,,
PYF,yr1957,,,,,,,,,,,,
PYF,yr1958,,,,,,,,,,,,
PYF,yr1959,,,,,,,,,,,,
PYF,yr1960,,,,,,,,,,,,
PYF,yr1961,,,,,,,,,,,,
PYF,yr1962,,,,,,,,,,,,
PYF,yr1963,,,,,,,,,,,,
PYF,yr1964,,,,,,,,,,,,
PYF,yr1965,,,,,,,,,,,,
PYF,yr1966,,,,,,,,,,,,
PYF,yr1967,,,,,,,,,,,,
PYF,yr1968,,,,,,,,,,,,
PYF,yr1969,,,,,,,,,,,,
PYF,yr1970,,,,,,,,,,,,
PYF,yr1971,,,,,,,,,,,,
PYF,yr1972,,,,,,,,,,,,
PYF,yr1973,,,,,,,,,,,,
PYF,yr1974,,,,,,,,,,,,
PYF,yr1975,,,,,,,,,,,,
PYF,yr1976,,,,,,,,,,,,
PYF,yr1977,,,,,,,,,,,,
PYF,yr1978,,,,,,,,,,,,
PYF,yr1979,,,,,,,,,,,,
PYF,yr1980,,,,,,,,,,,,
PYF,yr1981,,,,,,73129000960,57870000128,31074000896,9203999744,54797000704,98.81095886,155000
PYF,yr1982,,,,,,87179001856,68039000064,36745998336,11829999616,62220001280,119.4925995,158950
PYF,yr1983,,,,,,105000000000,82176000000,42972000256,14101999616,74225000448,138.5688019,162900
PYF,yr1984,,,,,,121000000000,92146999296,59107999744,14597000192,85470003200,158.8925934,166890
PYF,yr1985,,,,,,120000000000,94950998016,80994000896,19847000064,88861999104,163.3675995,171000
PYF,yr1986,,,,,,144000000000,105000000000,89388998656,21575000064,92657999872,125.9288025,176000
PYF,yr1987,,,,,,174000000000,99215998976,48791998464,24124999680,90553999360,109.2854996,181500
PYF,yr1988,,,,,,169000000000,110000000000,53005000704,23217999872,87486996480,108.3078995,188600
PYF,yr1989,,,,,,167000000000,115000000000,65882001408,24860000256,91662999552,116.0025024,193000
PYF,yr1990,,,,,,179000000000,117000000000,58021998592,27317999616,91926003712,99.00489807,197000
PYF,yr1991,,,,,,195000000000,120000000000,55722000384,28391000064,93830995968,102.5838013,201000
PYF,yr1992,,,,,,201000000000,150000000000,52530999296,25981999104,86017998848,96.25499725,204900
